"FTT-UDKakugoC80 M";10;False;False;0;1;1;1
32;291;337;1;14;5;0
33;166;337;4;14;5;1
34;13;337;5;14;5;0
35;407;323;6;14;5;0
36;449;323;6;14;5;0
37;456;323;6;14;5;0
38;288;323;6;14;5;0
39;176;337;4;14;5;0
40;161;337;4;14;5;2
41;156;337;4;14;5;0
42;218;323;6;14;5;0
43;211;323;6;14;5;0
44;141;337;4;14;5;0
45;197;323;6;14;5;0
46;276;337;3;14;5;0
47;183;323;6;14;5;0
48;176;323;6;14;5;0
49;126;337;4;14;5;1
50;162;323;6;14;5;0
51;155;323;6;14;5;0
52;148;323;6;14;5;0
53;141;323;6;14;5;0
54;134;323;6;14;5;0
55;127;323;6;14;5;0
56;120;323;6;14;5;0
57;113;323;6;14;5;0
58;116;337;4;14;5;1
59;101;337;4;14;5;1
60;92;323;6;14;5;0
61;85;323;6;14;5;0
62;78;323;6;14;5;0
63;71;323;6;14;5;0
64;64;323;6;14;5;0
65;57;323;6;14;5;0
66;50;323;6;14;5;0
67;43;323;6;14;5;0
68;36;323;6;14;5;0
69;29;323;6;14;5;0
70;22;323;6;14;5;0
71;15;323;6;14;5;0
72;8;323;6;14;5;0
73;283;337;2;14;5;2
74;61;337;5;14;5;0
75;493;309;6;14;5;0
76;486;309;6;14;5;0
77;479;309;6;14;5;0
78;472;309;6;14;5;0
79;465;309;6;14;5;0
80;458;309;6;14;5;0
81;451;309;6;14;5;0
82;444;309;6;14;5;0
83;437;309;6;14;5;0
84;430;309;6;14;5;0
85;423;309;6;14;5;0
86;416;309;6;14;5;0
87;409;309;6;14;5;0
88;402;309;6;14;5;0
89;395;309;6;14;5;0
90;388;309;6;14;5;0
91;507;323;4;14;5;2
92;374;309;6;14;5;0
93;507;309;4;14;5;0
94;96;337;4;14;5;1
95;353;309;6;14;5;0
96;106;337;4;14;5;2
97;339;309;6;14;5;0
98;332;309;6;14;5;0
99;283;309;6;14;5;0
100;276;309;6;14;5;0
101;269;309;6;14;5;0
102;111;337;4;14;5;1
103;463;323;6;14;5;0
104;248;309;6;14;5;0
105;251;337;4;14;5;1
106;146;337;4;14;5;1
107;505;295;6;14;5;0
108;280;337;2;14;5;2
109;290;309;6;14;5;0
110;297;309;6;14;5;0
111;304;309;6;14;5;0
112;311;309;6;14;5;0
113;318;309;6;14;5;0
114;151;337;4;14;5;1
115;325;309;6;14;5;0
116;25;337;5;14;5;0
117;360;309;6;14;5;0
118;381;309;6;14;5;0
119;500;309;6;14;5;0
120;204;323;6;14;5;0
121;225;323;6;14;5;0
122;232;323;6;14;5;0
123;171;337;4;14;5;2
124;286;337;2;14;5;2
125;181;337;4;14;5;0
126;1;337;5;14;4;0
8213;131;169;9;14;8;0
8220;501;323;5;14;8;4
8221;495;323;5;14;8;0
8230;181;155;9;14;8;0
9834;57;309;7;14;8;1
12288;289;337;1;14;8;0
12289;201;337;4;14;8;0
12290;206;337;4;14;8;0
12293;421;141;9;14;8;0
12300;211;337;4;14;8;5
12301;216;337;4;14;8;0
12302;221;337;4;14;8;5
12303;226;337;4;14;8;0
12353;497;295;7;14;8;1
12354;71;141;9;14;8;0
12355;489;295;7;14;8;1
12356;31;141;9;14;8;0
12357;481;295;7;14;8;1
12358;172;295;8;14;8;0
12359;465;295;7;14;8;1
12360;461;113;9;14;8;0
12361;181;295;8;14;8;1
12362;411;113;9;14;8;0
12363;401;113;9;14;8;0
12364;298;29;10;14;8;0
12365;201;113;9;14;8;0
12366;171;113;9;14;8;0
12367;449;295;7;14;8;1
12368;217;295;8;14;8;1
12369;471;99;9;14;8;0
12370;431;99;9;14;8;0
12371;253;295;8;14;8;0
12372;401;99;9;14;8;0
12373;351;99;9;14;8;0
12374;131;99;9;14;8;0
12375;280;295;8;14;8;1
12376;289;295;8;14;8;1
12377;61;85;9;14;8;0
12378;491;71;9;14;8;0
12379;451;71;9;14;8;0
12380;474;29;10;14;8;0
12381;401;71;9;14;8;0
12382;311;71;9;14;8;0
12383;231;71;9;14;8;0
12384;211;71;9;14;8;0
12385;141;71;9;14;8;0
12386;34;43;10;14;8;0
12387;307;295;8;14;8;0
12388;31;71;9;14;8;0
12389;67;43;10;14;8;0
12390;391;57;9;14;8;0
12391;313;43;9;14;8;0
12392;401;295;7;14;8;1
12393;325;295;8;14;8;1
12394;243;43;9;14;8;0
12395;133;43;9;14;8;0
12396;143;43;9;14;8;0
12397;153;43;9;14;8;0
12398;163;43;9;14;8;0
12399;173;43;9;14;8;0
12400;183;43;9;14;8;0
12401;193;43;9;14;8;0
12402;203;43;9;14;8;0
12403;213;43;9;14;8;0
12404;223;43;9;14;8;0
12405;233;43;9;14;8;0
12406;122;43;10;14;8;0
12407;253;43;9;14;8;0
12408;263;43;9;14;8;0
12409;273;43;9;14;8;0
12410;283;43;9;14;8;0
12411;293;43;9;14;8;0
12412;100;43;10;14;8;0
12413;89;43;10;14;8;0
12414;323;43;9;14;8;0
12415;333;43;9;14;8;0
12416;343;43;9;14;8;0
12417;353;43;9;14;8;0
12418;363;43;9;14;8;0
12419;343;295;8;14;8;0
12420;383;43;9;14;8;0
12421;377;295;7;14;8;1
12422;403;43;9;14;8;0
12423;369;295;7;14;8;1
12424;423;43;9;14;8;0
12425;433;43;9;14;8;0
12426;361;295;7;14;8;1
12427;453;43;9;14;8;0
12428;463;43;9;14;8;0
12429;473;43;9;14;8;0
12430;352;295;8;14;8;0
12431;493;43;9;14;8;0
12432;1;57;9;14;8;0
12433;11;57;9;14;8;0
12434;21;57;9;14;8;0
12435;31;57;9;14;8;0
12443;231;337;4;14;8;0
12444;236;337;4;14;8;0
12449;393;295;7;14;8;1
12450;71;57;9;14;8;0
12451;316;295;8;14;8;0
12452;91;57;9;14;8;0
12453;393;323;6;14;8;1
12454;298;295;8;14;8;1
12455;417;295;7;14;8;1
12456;131;57;9;14;8;0
12457;425;295;7;14;8;1
12458;151;57;9;14;8;0
12459;271;295;8;14;8;0
12460;171;57;9;14;8;0
12461;181;57;9;14;8;0
12462;191;57;9;14;8;0
12463;201;57;9;14;8;0
12464;211;57;9;14;8;0
12465;221;57;9;14;8;0
12466;231;57;9;14;8;0
12467;262;295;8;14;8;0
12468;251;57;9;14;8;0
12469;261;57;9;14;8;0
12470;271;57;9;14;8;0
12471;281;57;9;14;8;0
12472;291;57;9;14;8;0
12473;301;57;9;14;8;0
12474;311;57;9;14;8;0
12475;321;57;9;14;8;0
12476;331;57;9;14;8;0
12477;341;57;9;14;8;0
12478;351;57;9;14;8;0
12479;361;57;9;14;8;0
12480;371;57;9;14;8;0
12481;381;57;9;14;8;0
12482;78;43;10;14;8;0
12483;433;295;7;14;8;1
12484;411;57;9;14;8;0
12485;421;57;9;14;8;0
12486;431;57;9;14;8;0
12487;441;57;9;14;8;0
12488;244;295;8;14;8;1
12489;235;295;8;14;8;1
12490;471;57;9;14;8;0
